"Symbol","Description","Local Symbol","IPO Date","Category1","Category2","Category3","GICS Sector","ISIN","SEDOL","Market Cap","Currency","Actions"
"CT:OSB","Norbord Inc","OSB","01/12/1995","Global Equity","Common stocks","Developed markets ex-US","Materials","CA65548P4033","2641441","4,598,071,808","CAD","Analyze"
"CT:FCR","First Capital Realty Inc","FCR","09/20/2001","Global Equity","Common stocks","Developed markets ex-US","Real Estate","CA31943B1004","2185596","4,570,426,368","CAD","Analyze"
"CT:LNR","Linamar Corporation","LNR","01/12/1995","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","CA53278L1076","2516022","4,559,623,168","CAD","Analyze"
"CT:TOY","Spin Master Corp","TOY","07/30/2015","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","CA8485101031","BZ03B55","4,472,556,032","CAD","Analyze"
"CT:SSRM","SSR Mining Inc","SSRM","04/16/1996","Global Equity","Common stocks","Developed markets ex-US","Materials","CA7847301032","BF7MPL9","4,377,456,640","CAD","Analyze"
"CT:INE","Innergex Renewable Energy Inc","INE","12/06/2007","Global Equity","Common stocks","Developed markets ex-US","Utilities","CA45790B1040","B29TNV3","4,162,400,768","CAD","Analyze"
"CT:DGC","Detour Gold Corporation","DGC","01/31/2007","Global Equity","Common stocks","Developed markets ex-US","Materials","CA2506691088","B1PMQ65","4,110,991,360","CAD","Analyze"
"CT:CRT-UN","CT REIT UNITS TRUST","CRT-UN","10/23/2013","Global Equity","Common stocks","Developed markets ex-US","Real Estate","CA1264621006","BFSRSC5","4,057,837,312","CAD","Analyze"
"CT:FR","First Majestic Silver Corp","FR","08/08/1996","Global Equity","Common stocks","Developed markets ex-US","Materials","CA32076V1031","2833583","4,003,668,224","CAD","Analyze"
"CT:BLX","Boralex Inc","BLX","08/07/1996","Global Equity","Common stocks","Developed markets ex-US","Utilities","CA09950M3003","2099084","3,983,669,504","CAD","Analyze"
"CT:AGI","Alamos Gold Inc","AGI","06/21/2004","Global Equity","Common stocks","Developed markets ex-US","Materials","CA0115321089","BZ3DNP6","3,945,157,632","CAD","Analyze"
"CT:SMU-UN","SUMMIT INDUSTRIAL INCOME REIT UNIT","SMU-UN","02/04/2013","Global Equity","Common stocks","Developed markets ex-US","Real Estate","CA8661201167","B928VJ0","3,944,987,136","CAD","Analyze"
"CT:TRQ","Turquoise Hill Resources Ltd","TRQ","08/13/1996","Global Equity","Common stocks","Developed markets ex-US","Materials","CA9004351081","B7WJ1F5","3,841,499,904","CAD","Analyze"
"CT:ATA","ATS Automation Tooling Systems Inc","ATA","03/20/1996","Global Equity","Common stocks","Developed markets ex-US","Industrials","CA0019401052","2002587","3,841,276,928","CAD","Analyze"
"CT:TA","TransAlta Corporation","TA","12/31/1999","Global Equity","Common stocks","Developed markets ex-US","Utilities","CA89346D1078","2901628","3,761,479,936","CAD","Analyze"
"CT:MIC","Genworth MI Canada Inc","MIC","07/07/2009","Global Equity","Common stocks","Developed markets ex-US","Financials","CA37252B1022","B3NWJQ2","3,754,845,696","CAD","Analyze"
"CT:CFP","CANFOR CORP","CFP","01/12/1995","Global Equity","Common stocks","Developed markets ex-US","Materials","CA1375761048","B18P4F6","3,711,046,400","CAD","Analyze"
"CT:LAC","Lithium Americas Corp","LAC","07/16/2008","Global Equity","Common stocks","Developed markets ex-US","Materials","CA53680Q2071","BF4X225","3,675,670,528","CAD","Analyze"
"CT:CPG","Crescent Point Energy Corp","CPG","09/10/2003","Global Equity","Common stocks","Developed markets ex-US","Energy","CA22576C1014","B67C8W8","3,660,698,368","CAD","Analyze"
"CT:WJA","WestJet Airlines Ltd","WJA","07/13/1999","Global Equity","Common stocks","Developed markets ex-US","Industrials","CA9604105044","BYN2G91","3,587,278,336","CAD","Analyze"
"CT:DIR-UN","DREAM INDUSTRIAL REAL ESTATE INVES","DIR-UN","10/04/2012","Global Equity","Common stocks","Developed markets ex-US","Real Estate","CA26153W1095","BMH4P92","3,578,638,848","CAD","Analyze"
"CT:NXE","NexGen Energy Ltd","NXE","10/09/2012","Global Equity","Common stocks","Developed markets ex-US","Energy","CA65340P1062","B987K72","3,513,736,192","CAD","Analyze"
"CT:GEI","Gibson Energy Inc","GEI","06/08/2011","Global Equity","Common stocks","Developed markets ex-US","Energy","CA3748252069","B44WH97","3,475,596,544","CAD","Analyze"
"CT:UFS","Domtar Corporation","UFS","01/01/1900","Global Equity","Common stocks","Developed markets ex-US","Materials","US2575592033","B1TLJF8","3,450,632,192","CAD","Analyze"
"CT:CWB","Canadian Western Bank","CWB","11/29/1995","Global Equity","Common stocks","Developed markets ex-US","Financials","CA13677F1018","2188283","3,400,639,744","CAD","Analyze"
"CT:PSK","PrairieSky Royalty Ltd","PSK","05/29/2014","Global Equity","Common stocks","Developed markets ex-US","Energy","CA7397211086","BN320L4","3,396,743,936","CAD","Analyze"
"CT:CJT","Cargojet Inc","CJT","06/09/2005","Global Equity","Common stocks","Developed markets ex-US","Industrials","CA14179V5036","B3NHQF5","3,335,274,240","CAD","Analyze"
"CT:MFI","Maple Leaf Foods Inc","MFI","05/08/1996","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","CA5649051078","2555865","3,334,709,504","CAD","Analyze"
"CT:ELF","E-L Financial Corporation Limited","ELF","01/16/1995","Global Equity","Common stocks","Developed markets ex-US","Financials","CA2685751075","2306386","3,322,798,080","CAD","Analyze"
"CT:BIPC","Brookfield Infrastructure Corp Cla","BIPC","03/31/2020","Global Equity","Common stocks","Developed markets ex-US","Utilities","CA11275Q1072","BLB7675","3,321,397,248","CAD","Analyze"
"CT:MEG","MEG Energy Corp","MEG","07/29/2010","Global Equity","Common stocks","Developed markets ex-US","Energy","CA5527041084","B4XF9J1","3,264,992,000","CAD","Analyze"
"CT:STLC","Stelco Holdings Inc","STLC","11/03/2017","Global Equity","Common stocks","Developed markets ex-US","Materials","CA8585221051","BZ1C8Z0","3,256,894,464","CAD","Analyze"
"CT:PRMW","Primo Water Corp","PRMW","12/11/1986","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","CA74167P1080","BLKVVX9","3,194,610,176","CAD","Analyze"
"CT:NG","NovaGold Resources Inc","NG","12/31/1999","Global Equity","Common stocks","Developed markets ex-US","Materials","CA66987E2069","2135450","3,157,574,912","CAD","Analyze"
"CT:PXT","Parex Resources Inc","PXT","11/12/2009","Global Equity","Common stocks","Developed markets ex-US","Energy","CA69946Q1046","B575D14","3,133,653,760","CAD","Analyze"
"CT:ENGH","Enghouse Systems Limited","ENGH","12/31/1999","Global Equity","Common stocks","Developed markets ex-US","Information Technology","CA2929491041","2282237","3,110,611,712","CAD","Analyze"
"CT:GSY","goeasy Ltd","GSY","12/03/2018","Global Equity","Common stocks","Developed markets ex-US","Financials","CA3803551074","BYR11M2","3,027,987,200","CAD","Analyze"
"CT:EQX","Equinox Gold Corp.","EQX","01/01/1900","Global Equity","Common stocks","Developed markets ex-US","Materials","CA29446Y5020","BKLNP13","3,019,512,320","CAD","Analyze"
"CT:CRR-UN","Crombie Real Estate Investment Tru","CRR-UN","03/23/2006","Global Equity","REITs","Developed markets ex-US","Real Estate","CA2271071094","B11YBV5","3,004,592,128","CAD","Analyze"
"CT:CG","Centerra Gold Inc","CG","06/30/2004","Global Equity","Common stocks","","Materials","CA1520061021","B01NXQ4","2,871,298,304","CAD","Analyze"
"CT:NWH-UN","NORTHWEST HEALTHCARE PROPERTIES UN","NWH-UN","03/30/2010","Global Equity","Common stocks","Developed markets ex-US","Real Estate","CA6674951059","B4Y8WM3","2,869,375,744","CAD","Analyze"
"CT:AIF","Altus Group Limited","AIF","05/19/2005","Global Equity","Common stocks","Developed markets ex-US","Real Estate","CA02215R1073","B67M8D9","2,859,801,600","CAD","Analyze"
"CT:VII","Seven Generations Energy Ltd","VII","10/30/2014","Global Equity","Common stocks","Developed markets ex-US","Energy","CA81783Q1054","BRK0MM4","2,833,900,032","CAD","Analyze"
"CT:ERF","Enerplus Corporation","ERF","06/28/2001","Global Equity","Common stocks","Developed markets ex-US","Energy","CA2927661025","B584T89","2,798,574,848","CAD","Analyze"
"CT:ASR","Alacer Gold Corp","ASR","01/23/2002","Global Equity","Common stocks","Developed markets ex-US","Materials","CA0106791084","B40B271","2,765,694,720","CAD","Analyze"
"CT:CSH-UN","CHARTWELL RETIREMENT RESIDENCES RE","CSH-UN","11/14/2003","Global Equity","Common stocks","Developed markets ex-US","Health Care","CA16141A1030","B8S8C94","2,724,989,184","CAD","Analyze"
"CT:SJ","Stella-Jones Inc","SJ","12/31/1999","Global Equity","Common stocks","Developed markets ex-US","Materials","CA85853F1053","2809777","2,712,933,632","CAD","Analyze"
"CT:MAXR","Maxar Technologies Inc","MAXR","07/11/2000","Global Equity","Common stocks","Developed markets ex-US","Industrials","US57778K1051","BF2KYG6","2,699,395,584","CAD","Analyze"
"CT:FN","First National Financial Corporation","FN","06/15/2006","Global Equity","Common stocks","Developed markets ex-US","Financials","CA33564P1036","B3NDMC2","2,692,536,320","CAD","Analyze"
"CT:EQB","Equitable Group Inc","EQB","03/18/2004","Global Equity","Common stocks","Developed markets ex-US","Financials","CA2945051027","B00GQP4","2,658,945,280","CAD","Analyze"
"CT:BCB","Cott Corporation","BCB","01/12/1995","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","CA22163N1069","2228952","2,642,227,200","CAD","Analyze"
"CT:ECN","ECN Capital Corp","ECN","09/28/2016","Global Equity","Common stocks","Developed markets ex-US","Financials","CA26829L1076","BYVZ982","2,640,400,384","CAD","Analyze"
"CT:WPK","Winpak Ltd","WPK","01/02/2001","Global Equity","Common stocks","Developed markets ex-US","Materials","CA97535P1045","2972851","2,594,799,872","CAD","Analyze"
"CT:GC","Great Canadian Gaming Corporation","GC","12/31/1999","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","CA3899141020","2380573","2,591,306,496","CAD","Analyze"
"CT:PVG","Pretium Resources Inc","PVG","12/21/2010","Global Equity","Common stocks","Developed markets ex-US","Materials","CA74139C1023","B57Q8S9","2,576,081,664","CAD","Analyze"
"CT:BEI-UN","Boardwalk Real Estate Investment T","BEI-UN","12/31/1999","Global Equity","REITs","Developed markets ex-US","Real Estate","CA0966311064","B011205","2,566,723,584","CAD","Analyze"
"CT:OR","Osisko Gold Royalties Ltd","OR","12/04/2014","Global Equity","Common stocks","Developed markets ex-US","Materials","CA68827L1013","BN60CQ4","2,564,396,032","CAD","Analyze"
"CT:LUG","Lundin Gold Inc","LUG","12/31/1999","Global Equity","Common stocks","Developed markets ex-US","Materials","CA5503711080","BTKSSY6","2,563,660,032","CAD","Analyze"
"CT:POU","Paramount Resources Ltd","POU","01/12/1995","Global Equity","Common stocks","Developed markets ex-US","Energy","CA6993202069","B073FP1","2,562,295,040","CAD","Analyze"
"CT:CRON","Cronos Group Inc.","CRON","01/01/1900","Global Equity","Common stocks","Developed markets ex-US","Health Care","CA22717L1013","BF01YS3","2,558,025,472","CAD","Analyze"
"CT:NVU-UN","Northview Apartment Real Estate In","NVU-UN","05/30/2002","Global Equity","REITs","Developed markets ex-US","Real Estate","CA6671851021","BYZGBB8","2,511,977,984","CAD","Analyze"
"CT:IIP-UN","INTERRENT REAL ESTATE INVESTMENT T","IIP-UN","10/04/2001","Global Equity","Common stocks","Developed markets ex-US","Real Estate","CA46071W2058","B1L9R12","2,456,967,936","CAD","Analyze"
"CT:SPB","Superior Plus Corp","SPB","01/02/1997","Global Equity","Common stocks","Developed markets ex-US","Industrials","CA86828P1036","B3KTPS0","2,455,200,000","CAD","Analyze"
"CT:KMP-UN","Killam Apartment Reit Units","KMP-UN","04/03/2003","Global Equity","REITs","Developed markets ex-US","Real Estate","CA49410M1023","BYZ1856","2,453,526,016","CAD","Analyze"
"CT:RCH","Richelieu Hardware Ltd","RCH","05/08/1996","Global Equity","Common stocks","Developed markets ex-US","Industrials","CA76329W1032","2736273","2,433,799,936","CAD","Analyze"
"CT:HBM","Hudbay Minerals Inc","HBM","12/24/2004","Global Equity","Common stocks","Developed markets ex-US","Materials","CA4436281022","B05BDX1","2,345,807,616","CAD","Analyze"
"CT:LIF","Labrador Iron Ore Royalty Corporation","LIF","01/02/1997","Global Equity","Common stocks","Developed markets ex-US","Materials","CA5054401073","B8L02P3","2,341,120,000","CAD","Analyze"
"CT:CS","Capstone Mining Corp","CS","12/31/1999","Global Equity","Common stocks","Developed markets ex-US","Materials","CA14068G1046","2759162","2,310,467,328","CAD","Analyze"
"CT:TRIL","Trillium Therapeutics Inc.","TRIL","01/01/1900","Global Equity","Common stocks","Developed markets ex-US","Health Care","CA89620X5064","BSPKCC6","2,284,691,200","CAD","Analyze"
"CT:MSI","Morneau Shepell Inc","MSI","09/30/2005","Global Equity","Common stocks","Developed markets ex-US","Industrials","CA61767W1041","B64ZLH6","2,218,299,904","CAD","Analyze"
"CT:HUT","Hut 8 Mining Corp.","HUT","01/01/1900","Global Equity","Common stocks","Developed markets ex-US","Unknown","CA44812T1021","","2,205,006,848","CAD","Analyze"
"CT:VET","Vermilion Energy Inc","VET","08/13/1996","Global Equity","Common stocks","Developed markets ex-US","Energy","CA9237251058","B607XS1","2,203,363,584","CAD","Analyze"
"CT:ELD","Eldorado Gold Corporation","ELD","04/16/1996","Global Equity","Common stocks","Emerging markets","Materials","CA2849025093","BHZJ5Y9","2,156,435,200","CAD","Analyze"
"CT:BTE","Baytex Energy Corp","BTE","09/08/2003","Global Equity","Common stocks","Developed markets ex-US","Energy","CA07317Q1054","B4VGVM3","2,149,602,048","CAD","Analyze"
"CT:AUP","Aurinia Pharmaceuticals Inc","AUP","09/19/2000","Global Equity","Common stocks","Developed markets ex-US","Health Care","CA05156V1022","BFWLBZ7","2,147,894,528","CAD","Analyze"
"CT:ERO","Ero Copper Corp","ERO","10/19/2017","Global Equity","Common stocks","Developed markets ex-US","Materials","CA2960061091","BF02Z72","2,146,621,696","CAD","Analyze"
"CT:MAG","MAG Silver Corp","MAG","04/22/2003","Global Equity","Common stocks","Developed markets ex-US","Materials","CA55903Q1046","2581332","2,089,124,352","CAD","Analyze"
"CT:IFP","Interfor Corporation","IFP","06/05/2006","Global Equity","Common stocks","Developed markets ex-US","Materials","CA45868C1095","BMJ71W4","2,070,803,072","CAD","Analyze"
"CT:TGZ","Teranga Gold Corporation","TGZ","11/15/2010","Global Equity","Common stocks","Developed markets ex-US","Materials","CA8807972044","BD1FRN6","2,066,360,064","CAD","Analyze"
"CT:RUS","Russel Metals Inc","RUS","08/13/1996","Global Equity","Common stocks","Developed markets ex-US","Industrials","CA7819036046","2248808","2,054,964,992","CAD","Analyze"
"CT:HCG","Home Capital Group Inc","HCG","05/18/2004","Global Equity","Common stocks","Developed markets ex-US","Financials","CA4369131079","2434180","1,948,247,040","CAD","Analyze"
"CT:CUF-UN","Cominar Real Estate Investment Tru","CUF-UN","12/31/1999","Global Equity","REITs","Developed markets ex-US","Real Estate","CA1999101001","2419927","1,870,122,880","CAD","Analyze"
"CT:BIR","Birchcliff Energy Ltd","BIR","01/20/2005","Global Equity","Common stocks","Developed markets ex-US","Energy","CA0906971035","B0B55N1","1,822,733,824","CAD","Analyze"
"CT:ACB","Aurora Cannabis Inc","ACB","05/22/2014","Global Equity","Common stocks","Developed markets ex-US","Health Care","CA05156X1087","BTGWJY9","1,818,787,456","CAD","Analyze"
"CT:AND","Andlauer Healthcare Group Inc","AND","12/11/2019","Global Equity","Common stocks","Developed markets ex-US","Health Care","CA0342231077","BJP26N8","1,772,177,024","CAD","Analyze"
"CT:LB","Laurentian Bank of Canada","LB","01/12/1995","Global Equity","Common stocks","Developed markets ex-US","Financials","CA51925D1069","2077347","1,762,001,152","CAD","Analyze"
"CT:SES","Secure Energy Services Inc","SES","03/30/2010","Global Equity","Common stocks","Developed markets ex-US","Energy","CA81373C1023","B55SGV6","1,748,189,568","CAD","Analyze"
"CT:FRU","Freehold Royalties Ltd","FRU","01/03/1997","Global Equity","Common stocks","Developed markets ex-US","Energy","CA3565001086","B3SJKB0","1,746,461,184","CAD","Analyze"
"CT:KML","Kinder Morgan Canada Limited","KML","05/30/2017","Global Equity","Common stocks","Developed markets ex-US","Unknown","CA4945492078","BF436X4","1,734,018,048","CAD","Analyze"
"CT:WTE","Westshore Terminals Investment Corporation","WTE","01/30/1998","Global Equity","Common stocks","Developed markets ex-US","Industrials","CA96145A2002","B8KB138","1,721,877,248","CAD","Analyze"
"CT:TCL-A","Transcontinental Inc","TCL-A","12/31/1999","Global Equity","Common stocks","Developed markets ex-US","Industrials","CA8935781044","2357953","1,714,670,464","CAD","Analyze"
"CT:DML","Denison Mines Corp","DML","05/16/1997","Global Equity","Common stocks","Developed markets ex-US","Energy","CA2483561072","2003223","1,702,983,040","CAD","Analyze"
"CT:EIF","Exchange Income Corporation","EIF","07/31/2009","Global Equity","Common stocks","Developed markets ex-US","Industrials","CA3012831077","B3VHDS9","1,696,770,944","CAD","Analyze"
"CT:SEA","Seabridge Gold Inc","SEA","08/08/1996","Global Equity","Common stocks","Developed markets ex-US","Materials","CA8119161054","2246459","1,687,374,720","CAD","Analyze"
"CT:NFI","NFI Group Inc","NFI","08/22/2011","Global Equity","Common stocks","Developed markets ex-US","Industrials","CA62910L1022","BD3HFC5","1,673,118,848","CAD","Analyze"
"CT:FVI","Fortuna Silver Mines Inc","FVI","06/20/2005","Global Equity","Common stocks","Developed markets ex-US","Materials","CA3499151080","2383033","1,672,785,024","CAD","Analyze"
"CT:OGC","OceanaGold Corporation","OGC","06/27/2007","Global Equity","Common stocks","Developed markets ex-US","Materials","CA6752221037","B1Z7L21","1,657,920,000","CAD","Analyze"
"CT:ITP","Intertape Polymer Group Inc","ITP","04/25/1996","Global Equity","Common stocks","Developed markets ex-US","Materials","CA4609191032","2459901","1,651,325,952","CAD","Analyze"
"CT:NWC","The North West Company Inc","NWC","04/08/1997","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","CA6632782083","BZ3FZR8","1,620,359,296","CAD","Analyze"
"CT:MTY","MTY Food Group Inc","MTY","08/09/1996","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","CA55378N1078","2514275","1,614,688,896","CAD","Analyze"
"CT:CAS","Cascades Inc","CAS","01/12/1995","Global Equity","Common stocks","Developed markets ex-US","Materials","CA1469001053","2179254","1,610,925,696","CAD","Analyze"
"CT:IMG","IAMGOLD Corporation","IMG","08/13/1996","Global Equity","Common stocks","Developed markets ex-US","Materials","CA4509131088","2446646","1,601,712,000","CAD","Analyze"
"CT:SMF","SEMAFO Inc","SMF","01/03/1997","Global Equity","Common stocks","Developed markets ex-US","Materials","CA8169221089","2795371","1,595,412,352","CAD","Analyze"
"CT:PEY","Peyto Exploration & Development Corp","PEY","07/04/2003","Global Equity","Common stocks","Developed markets ex-US","Energy","CA7170461064","B6775F5","1,589,849,344","CAD","Analyze"
"CT:WDO","Wesdome Gold Mines Ltd","WDO","12/18/1989","Global Equity","Common stocks","Developed markets ex-US","Materials","CA95083R1001","B0Y90N5","1,585,408,000","CAD","Analyze"
"CT:DPM","Dundee Precious Metals Inc","DPM","01/12/1995","Global Equity","Common stocks","Developed markets ex-US","Materials","CA2652692096","B00VD03","1,575,257,088","CAD","Analyze"
"CT:SSL","Sandstorm Gold Ltd","SSL","09/26/2008","Global Equity","Common stocks","Developed markets ex-US","Materials","CA80013R2063","B7YC668","1,568,872,704","CAD","Analyze"
"CT:NEXA","Nexa Resources S.A","NEXA","10/26/2017","Global Equity","Common stocks","Emerging markets","Unknown","LU1701428291","","1,564,946,688","CAD","Analyze"
"CT:HBC","Hudson's Bay Company","HBC","11/20/2012","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","CA4442181018","B8436W4","1,552,820,992","CAD","Analyze"
"CT:MRC","Morguard Corporation","MRC","01/12/1995","Global Equity","Common stocks","Developed markets ex-US","Real Estate","CA6175771014","2005809","1,535,310,080","CAD","Analyze"
"CT:JWEL","Jamieson Wellness Inc","JWEL","07/05/2017","Global Equity","Common stocks","Developed markets ex-US","Consumer Staples","CA4707481046","BF5GNG4","1,522,412,544","CAD","Analyze"
"CT:AX-UN","Artis Real Estate Investment Trust","AX-UN","02/17/2004","Global Equity","REITs","Developed markets ex-US","Real Estate","CA04315L1058","B0XZXV3","1,491,791,488","CAD","Analyze"
"CT:CLS","Celestica Inc","CLS","07/08/1998","Global Equity","Common stocks","Developed markets ex-US","Information Technology","CA15101Q1081","2263362","1,472,124,800","CAD","Analyze"
"CT:EFR","Energy Fuels","EFR","01/01/1900","Global Equity","Common stocks","Developed markets ex-US","Energy","CA2926717083","BFV4XV7","1,465,974,912","CAD","Analyze"
"CT:CGG","China Gold International Resources Corp. Ltd","CGG","10/09/2003","Global Equity","Common stocks","Developed markets ex-US","Materials","CA16890P1036","2750488","1,462,767,744","CAD","Analyze"
"CT:TVE","Tamarack Valley Energy Ltd","TVE","06/13/2002","Global Equity","Common stocks","Developed markets ex-US","Energy","CA87505Y4094","B8J3TH5","1,408,962,304","CAD","Analyze"
"CT:BAD","Badger Daylighting Ltd","BAD","04/05/2004","Global Equity","Common stocks","Developed markets ex-US","Industrials","CA05651W2094","B3M4R76","1,404,608,128","CAD","Analyze"
"CT:RFP","Resolute Forest Products Inc","RFP","01/01/1900","Global Equity","Common stocks","Developed markets ex-US","Unknown","US76117W1099","","1,388,839,808","CAD","Analyze"
"CT:CF","Canaccord Genuity Group Inc","CF","03/10/2006","Global Equity","Common stocks","Developed markets ex-US","Financials","CA1348011091","B01R1T5","1,383,285,248","CAD","Analyze"
"CT:CGO","Cogeco Inc","CGO","01/12/1995","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","CA19238T1003","2186890","1,380,963,968","CAD","Analyze"
"CT:SIL","Silvercrest Metals Inc","SIL","12/31/1999","Global Equity","Common stocks","Developed markets ex-US","Materials","CA8283631015","BYVY3D2","1,339,982,848","CAD","Analyze"
"CT:MTL","Mullen Group Ltd","MTL","01/03/1997","Global Equity","Common stocks","Developed markets ex-US","Energy","CA6252841045","B4MMW16","1,328,620,160","CAD","Analyze"
"CT:NVA","NuVista Energy Ltd","NVA","07/07/2003","Global Equity","Common stocks","Developed markets ex-US","Energy","CA67072Q1046","2901167","1,328,122,752","CAD","Analyze"
"CT:DRM","Dream Unlimited Corp","DRM","05/27/2013","Global Equity","Common stocks","Developed markets ex-US","Real Estate","CA26153M2004","BB2D0Q9","1,299,736,960","CAD","Analyze"
"CT:ECA","Encana Corporation","ECA","08/23/2001","Global Equity","Common stocks","Developed markets ex-US","Energy","CA2925051047","2793193","1,288,717,184","CAD","Analyze"
"CT:SIS","Savaria Corporation","SIS","03/24/2003","Global Equity","Common stocks","Developed markets ex-US","Industrials","CA8051121090","2750206","1,267,308,160","CAD","Analyze"
"CT:AAV","Advantage Oil & Gas Ltd","AAV","07/14/2009","Global Equity","Common stocks","Developed markets ex-US","Energy","CA00765F1018","B66PKS8","1,263,287,936","CAD","Analyze"
"CT:ZZZ","Sleep Country Canada Holdings Inc","ZZZ","07/16/2015","Global Equity","Common stocks","Developed markets ex-US","Consumer Discretionary","CA83125J1049","BYP3H11","1,224,378,112","CAD","Analyze"
"CT:D-UN","Dream Office Real Estate Units Tru","D-UN","12/31/1999","Global Equity","REITs","Developed markets ex-US","Real Estate","CA26153P1045","BMJJVS6","1,222,148,352","CAD","Analyze"
